iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1,-5947.943919429131,-4794.779333788164,-3781.56026385438,-2776.3123471843974,-1372.4820519748887,-15.053206077430332,1032.5914639728717,1897.7648782702286,1228.9360760261948,405.93646807647536,68.21252795372901,2.6911191661512106
2,218.2233897715872,220.35420420673404,207.07186074952452,210.0132712796214,214.01623613791403,192.82389761286015,159.81936557470664,125.39627390209458,89.94905753233022,46.21755194179174,13.43055870087887,3.0968481814634083
3,219.08704290413095,215.72566606013092,214.95424552109637,214.85375239909106,314.63567135259814,457.5320946452739,856.4231348325652,860.0366634685358,574.9974157799793,402.5713596650345,71.47551362186472,4.5573301611689665
4,219.10550458894772,215.74412774494772,211.81555266996057,211.27272958871134,646.5058025560668,794.1533508502903,686.2643212003281,545.2703708273227,419.9489094374977,351.8932455926463,70.93273257526027,4.6929983576686265
5,258.370726691928,262.9158115425849,243.24660086651352,337.44042450440895,532.0047420433862,543.6380516550948,515.6772266437631,505.77999014500256,434.7806845073042,250.769088908343,65.63950728536201,4.645066539185569
6,439.38546901539144,432.5274908012886,435.0898711050426,416.1505801142455,406.2410350464055,386.45827340401956,364.61096413854716,316.8111155055735,300.7889184996734,215.6799367329535,58.85755318021462,2.322129146828769
7,444.8446720954481,436.9340598589655,516.1998943117903,497.8234761765516,464.5279400392142,379.39635776520436,283.07995578223586,289.6725473508941,310.9816694491085,173.26070858094428,80.15670461101939,6.626097988013229
8,447.1902653109484,437.1753603308159,482.003481331281,481.4182874686851,572.1851275833935,616.7088199881427,437.48461658873657,458.2040260196636,390.4246871946733,350.2567222014268,60.927418948844625,2.5530829679651084
9,451.81036259750726,440.771966427048,383.28939376376877,362.85542657242934,375.30084583816836,341.44135683343325,267.73768048066995,215.66089691944853,230.15383096163077,151.00217491088756,70.72269139627134,3.0967830026203207
10,453.2548238595085,443.7543500131991,459.97331638711034,449.26369083709295,439.9256303288837,472.2819714069551,332.6833750087162,403.65689426069457,350.0735897048552,270.6188752452207,67.34038756170085,4.65480154025345
11,461.28862676841345,451.2837069562819,426.6847958375494,410.34848432213244,384.96619360564796,371.74284523225197,309.50348464948866,299.4329700445678,244.8760649617609,193.05297633813387,80.77681117699298,5.577425092395604
12,462.77084146787115,450.60456387495674,472.61957719394843,458.9239526662734,511.42229170205246,502.3762155753061,481.7926703042415,620.1742863697132,708.3964798307061,416.08838691032526,80.77692742569934,4.665074233121488
13,464.4957689865126,446.4497718368516,404.99044622955154,394.42117610093345,444.15840471211243,455.8344547730154,326.8565631496741,257.592483871696,226.34284624489612,195.36269289475587,70.24767941463973,6.626097988013229
14,469.870940956936,451.9047910271373,465.6935534188846,522.8073779811765,453.61784653183395,486.52850214251,444.29416731786455,406.5426467405905,413.0673684451167,396.2400872700225,80.79212424841279,4.310057076924997
15,476.13226055159396,455.81900699592336,411.7000504671391,413.2211510030777,402.2563125580349,360.29047776608365,286.68496737834346,212.0371589221146,181.55938439395322,137.59433084177073,49.67890941874424,4.011508035739128
16,476.53348353813203,466.8048799233009,459.26305779691387,453.19145445124406,468.55234572027325,423.6393397626541,371.23931421136933,349.8050388079557,320.6504512268848,261.1285364744626,74.35937248506997,5.1295843278155715
17,492.05649001225765,478.2799281467605,430.2429887655366,402.05417519084847,379.7914130494082,341.79619615321246,340.75433640885433,313.67685435785825,269.47644697354133,213.70375777232078,74.06254899988346,5.57466425715822
18,493.11159773069375,479.33960894267034,426.027149556412,431.2880516574187,433.6948334830747,405.1048454818522,352.6379285498913,316.13076926876784,238.48483496211844,158.1811749130782,70.16149225689941,6.540188301917805
19,497.6108689453971,479.07369250801594,387.37951110047055,369.1068384975148,354.8481847396084,363.4512893348531,311.32768783325093,302.21133665471314,288.969233293162,239.9681824582084,68.07245062623304,5.700268008442285
20,500.65210837990594,486.1340866629445,500.38699002504075,554.3489924282858,477.833691998729,475.7620811329559,427.31177916777426,369.28620802197884,341.91480368982747,251.5489298079325,80.84719829770387,4.645072380829642
21,500.8418131199012,483.84213440411725,457.995108038015,400.3522481448894,433.0346072428872,382.4914404932997,401.17843663905785,315.208167399658,336.5472465861036,206.69491233256284,64.52891192704897,4.01150769017101
22,502.3451895172335,483.99898548582297,480.4860139745748,444.54871479589195,424.2858183369716,350.34295532308556,291.72954013374886,288.79380483184207,225.77971093644112,207.51847660426884,65.87379913513223,4.011502047829587
23,507.9628091598922,489.9398547386978,501.7981539043188,491.57930827095583,464.31524069988586,407.15876164930546,414.12314561207063,356.9671907721678,289.60498674903,208.62921940641542,61.41073716697718,2.209014274183094
24,508.8011761964293,489.4468146978036,444.0856616333147,416.0464167292443,396.9977043741196,362.30139219342414,300.17307118223584,214.51064898297852,157.71405441325538,120.19957000550362,56.74374826020719,2.20901158893369
25,510.55144058606174,489.84256980617874,393.568146418062,421.8936761830713,406.4442866455855,354.01139808690743,303.43207789896564,284.3449442567121,256.35358480876124,176.99906868363666,63.30599333251342,2.210339495162708
26,510.7240472787884,490.05302130846366,394.52616602546254,421.90697301149356,407.39747594046605,405.62318627510797,316.9530206676877,286.78010335666977,239.91769086664783,225.09265507608865,59.326301251548514,2.2090285056307146
27,512.0672772550118,491.48900252190055,496.78655314259095,424.28950090277795,437.83024870302984,388.89196653998783,328.4234597264808,268.62151034093347,205.29264688235867,121.86484859909271,58.44628511628695,2.4498059031096733
28,514.1768664087961,493.33969641363416,438.1933614620264,449.71684457302274,421.7004061819134,371.53488784400656,390.3141967040053,303.25731144130486,257.93797317369234,167.4940172083468,64.36858445534929,4.645077846331042
29,514.227214970666,495.8098439783296,396.3724141616889,362.00657855501805,339.5198987922073,308.78451008388447,221.57385897274628,192.71403228247232,154.44750016262282,99.84570174421623,64.14564443891855,3.4476088689361677
30,514.603834696729,495.1979132142724,448.1314365175542,390.02782380359145,375.1451726029227,337.69341552573417,270.79956620002383,226.07914647635278,187.15203032306226,134.43527178270574,70.65795207263274,3.818011265308283
31,515.7462043293893,497.2908920868403,454.21323222771497,446.890446436586,410.04859162626894,363.34591092535504,361.95609410976806,318.12589261272205,244.9366711082439,232.29127017644285,63.22593569885989,5.282956132800967
32,515.8230135999605,498.62752641801285,401.76514371477396,394.84334825515447,372.6284742268897,383.0841848267164,387.5930198346033,308.21443328186956,284.6348034219835,212.80461763289614,58.80236107809571,2.2092861995420328
33,517.0058067659133,498.7787584511553,472.50740773534,476.35691871163624,459.4830990216029,464.2598043028862,420.5130803384451,372.002027577527,347.7724230605834,243.47533676134657,65.14490003236301,2.504172955170456
34,518.57216078539,500.0357115887743,568.186909604535,516.9764248469546,471.2822923192475,419.55749920207927,382.9775074040067,319.18256297602613,254.10011783531763,201.84937835783646,64.86606018454836,2.20901324023473
35,519.3837636928006,497.35845676794975,543.1609916772179,543.5953505086842,486.9479609300997,485.1156621920569,399.5150782228569,312.72402630579836,256.46245383601575,200.39257634699322,68.67915015384425,2.96978347807946
36,519.3971717320832,499.5888765687374,506.2864602435882,535.7960689413496,488.15004537257187,428.687329054148,332.68182139391706,248.24153072654826,177.58920932243325,100.24420895700712,54.50080883340194,4.087321805762477
37,519.4889535298067,498.87498522359846,449.89261970341516,422.5803068346025,432.53101305072937,366.26564033065847,339.8220770797633,294.20486840211095,231.2235045856021,176.98497643678814,60.99054291874516,6.249308688398889
38,519.8382016093483,498.6740558593483,472.4999959369201,439.18379301783864,446.9793371352466,409.69239978198664,360.1248021925112,312.34980643533993,239.89156752424606,177.67410682814753,75.77912201992152,3.761927184662717
39,520.0758176261313,498.9147529475181,405.6120053820024,388.49858072435666,400.7173206566114,361.7590882999027,326.2041831188378,312.0570841558257,242.70032929934246,187.69686898280352,46.718453870349364,2.899879866243449
40,520.1698954342634,499.2869340600727,439.19980059459493,427.22530038864375,441.46696409032893,407.10578399507017,440.719995664213,355.9377288962942,351.3682252355784,245.0518730546936,71.49325651866911,4.152163793937676
41,520.2717569936351,499.651974382805,566.401871323185,517.7517692499373,426.1283108543305,403.22922082683317,368.11779349068524,327.2760360914709,239.47302494192766,211.06604334081766,63.489331186181765,4.4039557824192705
42,520.60881290121,499.5975171449328,404.26676248594237,424.20892194729817,437.8061291264672,381.57489625526114,293.9283535078133,244.11226142562793,243.97845137857234,272.7826625327725,76.7204360091614,4.01150769017101
43,523.3877435339558,502.22844857922246,506.57831695532724,563.4030251873953,496.1013652930187,488.572828858149,404.6594109355085,391.81247250875003,322.86816681292123,162.87998609717778,56.77524472753091,3.648271038868745
44,523.7715497727561,502.8433464271869,456.5501231585574,462.2675417485256,479.5191591616003,424.2908238599837,321.16021309103735,280.98045659462315,243.72233407283608,157.35935649635422,35.445974132536726,3.3614943709998757
45,524.3360917515698,501.6283221995193,449.8526914206396,411.5830147866572,395.4213969060829,340.6314918440635,306.4504167740397,291.07602585564484,226.93202182864957,173.6353634401886,70.98779065634055,6.0890639832880975
46,524.4229961084213,504.8465764481652,582.7573677034657,571.1144951722165,544.3902620227536,471.92601999593876,370.03512718031175,284.2157942300013,193.5296603695162,140.47388542007025,69.90640012580086,4.011508025332354
47,525.5773179217215,504.4153019503085,511.91547809597586,469.51822591927964,442.2558772435093,423.9343012679484,349.712434286699,270.04214971138674,184.67427915175358,121.98458006397173,63.70120041683373,2.2645248049490174
48,525.7307630639524,503.42963239187884,490.19176960767663,508.37934301593646,478.83050500091986,413.39898601370237,374.8816236694348,364.73019869596783,349.0839244144561,375.0146073335354,73.43824276370074,4.0115132189003795
49,526.658664985224,503.85276186972766,470.75912758948215,505.76409684818327,507.9466865306249,462.88457738392776,420.77426919618904,358.52861116856263,285.6703735161021,263.73368156579386,71.40787919099921,4.4738202656949015
50,526.6755370147866,503.8818002658714,491.31342724634254,519.2915230374031,459.08743530792447,467.32148227172695,466.3387250773719,344.46695648547444,262.6287837581739,164.87961982447806,73.39766004368119,6.626100075356334
51,526.9391727518265,504.26197867936867,565.5448521417364,508.35846995910106,467.1487187752846,407.8788331605231,405.04335051212865,336.5186808610341,321.79384506371076,225.9697305670765,79.63994436224577,5.577425092395604
52,526.9893294991502,505.0718230358438,563.6971247096576,542.142686722576,511.5807827958174,435.1315142817457,421.0619079991418,333.98619197679307,323.6085946837295,203.53351932860485,73.94507497159302,5.376483472950678
53,527.0485137489475,504.5733633225069,569.5514207603828,455.3257162474584,466.7120734542784,413.5683390829065,380.16685201055236,316.42340394883104,297.9326442262484,237.43621046150378,70.14502463558172,4.01150769017101
54,527.3289344595015,504.6986581517771,453.8193694662495,398.1351207168764,377.6929611393999,327.20405511711397,260.423175129921,238.08589586776168,215.22136954777136,201.75194009421887,62.546929733224715,4.645077846331042
55,527.6861050898476,504.85410349652295,447.3930302572373,419.99032698540776,411.3544586591372,366.5565553024402,258.6463271256604,202.28873004050877,152.42700508181008,166.48808233017976,66.04446627051158,3.600068781042946
56,527.8737396202694,505.1085862230965,471.70533410802835,433.0665040254566,426.4118732012347,413.74116384312094,396.63520415099686,288.99883615350075,225.51349130013693,164.93846080867382,69.8710624114816,4.5169168283940975
57,528.3878225161044,505.5393616661043,404.4593200704016,411.0421443251653,424.7770137492528,451.04880570672094,378.9375870315986,285.36518475024286,266.4448306388016,194.90979804173523,78.77997807073105,6.588102497268317
58,528.4207103732549,505.5722495232549,409.75471810404593,430.65659898900077,406.98992512541804,391.9091492508561,325.09712727972953,276.02559489064845,199.11760572752337,135.83603505509564,64.80191110155991,2.381124911199576
59,528.5509558791691,505.89284548888855,472.480078848242,466.40595735303947,465.54274448543856,400.0219219798008,380.1877743211285,266.2135225786766,189.5173678770418,145.93842383131138,67.83196981179927,4.806359360566309
60,528.588261578736,506.2162968626957,455.7729338610553,398.17527789174426,357.86928044215335,344.92837954312415,301.1203274918653,252.01739362539143,229.77492083607112,206.99673580938926,68.40514722948664,5.397273240700799
61,528.6816622145926,506.1537416903972,475.6792628346811,438.125869635926,394.5041654154286,376.26587419996895,315.2660158236522,233.34223776417866,181.30300752526023,189.65786728096052,65.69567727117605,4.645952023906353
62,528.8815507882896,506.0575008254662,457.94775170091293,423.2152350144915,443.38853079194905,489.1786912220234,416.26671630602436,366.0758700899436,276.24305589374217,249.64082173592334,73.22319884669639,2.898023364736372
63,528.9618671655437,506.947673222616,583.2887820580513,523.1211251339145,513.7073724448244,481.14347909025264,421.8052275626044,286.2910969684265,254.2494194196363,282.63414294414457,80.86267397072659,6.626097988013229
64,529.3607651032664,506.83345305423455,445.31106775240454,409.4508133105065,406.0813350136591,352.33929284489454,303.8033182622115,273.8630480280393,223.36354430401104,160.33246552885032,71.30691374696617,4.187604916394404
65,529.694125023471,507.6789970820808,460.4473661080771,430.8968360280933,449.94841376504314,457.3208947174677,375.94730798775174,297.16884903164885,211.80457129417334,175.03991935964928,76.99628451684518,6.626097988013229
66,529.7313108858549,507.06662054728736,474.6598732066405,458.1679749211366,462.8825005351015,507.1613917411855,448.3247836755336,378.76695775092196,307.1957659403827,244.78730082447325,69.20033262088468,2.3501662499442753
67,530.4963402069365,507.7056917948188,516.6320203915811,474.8682455721979,484.8053367452576,420.45721876925904,293.35653216817786,298.84663679923233,198.35544905805244,137.8810610148007,66.51811082635993,4.645066216981404
68,530.7609399103526,507.91247906035255,409.69627331047747,362.75548766390006,376.9502101685242,361.9150580217165,286.27946634646696,221.83811463274117,202.5252322166803,159.42660989052666,61.88877239277596,3.032152371996478
69,530.8532984933213,508.00483764332114,465.4612573076949,426.4102917875771,397.33688993847863,358.16920415869845,284.53742554243115,248.01321756205664,208.02414776766705,189.22203634100342,59.22099844610065,2.517133586382434
70,531.0851013226297,508.31147752595695,470.4009716657785,493.038688602685,419.74622452819335,372.52620752881785,299.3392010775723,217.9257325719359,179.9293956335806,137.06638213027827,50.64672914758534,2.2090125774163925
71,531.178693767667,508.3321336416522,453.66263924350125,419.6163889130608,432.2657124071667,380.89120529162835,372.03547009090425,280.32428759381696,235.23247492474616,164.8348289960549,64.60226444758773,4.645077846331042
72,531.2148714169073,508.37817776026066,412.47557418622046,392.90026850025606,394.30606242283125,348.8115142477375,317.714485019369,276.3282950024633,205.91681096803455,185.49148329791603,73.12924589893281,3.890088016652466
73,531.5920684077885,508.8874544731031,587.1125422910102,573.0287192835419,606.7184503681242,604.6508890604002,531.7586243442393,465.56629690928094,273.2317809820893,180.07422788419066,70.56854158984227,6.626097988013229
74,531.6473434756062,508.87368758080055,412.77808312130395,412.5361540964276,409.6609492386981,418.78973333228646,354.5297485276502,280.64032674045745,220.48452002112253,141.7211581858223,62.593822904076866,3.4060623067987073
75,531.763135268812,508.9790061471779,474.0051611395473,437.4851122865528,437.41778776102205,439.8678828345701,462.1833230243426,444.46460841447185,381.2426092911631,244.2173498474848,70.59564449984845,6.626097988013229
76,531.778919162025,509.3735775048303,560.8938764848288,512.0500211293372,498.9067402762066,506.7291640903493,372.8321775580405,369.9708439547419,286.27534934545724,191.5552287099732,72.30463302105942,4.223826841316313
77,532.0116942097193,509.2066781500574,474.87011828778634,499.3971088107758,499.1655031511955,428.54674734535706,360.0324646250449,296.52476933064986,244.38275528228723,186.319540689727,64.89664739915646,4.645070208988629
78,532.0478361314638,509.31547316262703,515.297870892847,553.7605247972812,597.9972514989072,510.50141581346975,395.9705548175132,293.7828247415256,230.01257043299086,161.05050843112656,65.35040357489196,4.645072380829642
79,532.2087159727887,509.41225495776416,453.3103751539145,426.6018743779076,410.6154850598447,363.3843945770932,310.5977086150616,271.91570892815025,188.48832902995963,170.93734451790505,58.192818772609236,2.209021972381884
80,532.248046184565,509.45744928708325,473.58807106650073,448.6314921346678,443.88598859586943,376.23688428114815,348.0351367895021,306.1320910136518,218.064896839859,189.9353776757978,66.0720251167728,5.80267698015193
81,532.2636374530283,509.62346693664733,512.591208932201,509.1863054546633,465.3369308949783,457.85507340501454,377.10080202581094,305.86674749059773,241.6091190053877,171.00188129366592,75.84442456988491,6.588102497268317
82,532.4298604468428,509.69856190894006,500.9615006725844,465.7971733487064,444.7550222644294,403.7679987158824,327.6761245264406,306.9501098223925,343.04409322261677,260.5869421320065,74.68806887104434,4.131139345225002
83,532.4602382824759,509.80551908896194,528.0236913086053,467.6996779956461,447.20235174518075,403.4693849695328,330.3173660114792,326.1835757828278,296.2812505252408,265.00919033822873,75.20798980588222,4.01150769017101
84,532.660360890221,509.8334021158092,469.898398306156,467.3851832913871,437.71814354980427,391.655945955574,325.06436547118085,242.53102882365977,182.5777928331712,123.47557877401098,49.51883131059424,3.0967871203249384
85,532.6784835388687,509.942623962471,500.91038557356575,458.98681127948487,470.5998095465943,398.53300768123006,269.59771806064964,221.93815726496803,166.27749635136342,96.90655335849729,55.235940590799174,2.6074679589277636
86,532.9889630367478,510.16695402082865,516.3820415874005,463.11944141291366,429.7062017295377,478.1723965571525,408.5834017322611,382.44988650151583,294.5472527555645,243.4886046709809,68.96664485652022,4.2769979642355045
